,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity
1126,Joffrey Lonmouth,1,,House Lonmouth,0,0,0,0,0,0,1,15,0,0,0.023411371,knight
1127,Joffrey Caswell,1,,House Caswell,0,0,0,0,0,0,1,100,0,0,0.023411371,noble
1128,Jon Bettley,0,,House Bettley,0,0,0,1,1,0,1,,0,0,0.016722408,noble
1129,Jon Brax,0,,House Brax,0,1,1,1,0,0,0,9,0,0,0.113712375,noble
1130,Jon Lynderly,0,,House Lynderly,0,0,0,1,1,0,1,,0,0,0.023411371,noble
1131,Jon Myre,0,Ironborn,House Myre,0,0,1,1,1,0,0,,0,0,0.023411371,warrior
1132,Jon Redfort,0,Valemen,House Redfort,0,0,0,1,1,0,1,,0,0,0.023411371,knight
1133,Jon Wylde,1,,House Wylde,0,1,1,1,0,1,1,,0,0,0.160535117,knight
1134,Jonos Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king
1135,Jonos Frey,0,,House Frey,0,1,1,1,0,0,0,14,0,0,0.053511706,noble
1136,Jonnel Stark,1,,House Stark,0,1,0,0,0,1,1,,0,0,0.127090301,lord
1137,Joramun,1,Free Folk,,0,1,1,0,0,0,1,,0,0,0.063545151,king
1138,Jorah Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king
1139,Jonothor Darry,1,,House Darry,0,0,1,1,0,0,1,,1,1,0.046822742,knight
1140,Jorelle Mormont,0,Northmen,House Mormont,0,0,0,1,1,0,0,27,0,0,0.040133779,noble
1142,Joy Hill,0,,House Lannister,1,1,1,1,1,0,0,17,0,0,0.10367893,smallfolk
1143,Jyanna Frey,0,,House Frey,0,1,1,1,0,1,0,,0,0,0.050167224,noble
1144,Kaeth,1,,,0,0,1,1,0,0,1,82,0,0,0.260869565,official
1145,Jynessa Blackmont,0,Dornish,House Blackmont,0,0,1,1,0,0,0,,0,0,0.02006689,noble
1146,Karlon Stark,1,Northmen,House Stark,0,0,1,0,0,0,1,,0,0,0.016722408,noble
1147,Kedge Whiteye,1,,Night's Watch,0,1,1,1,1,0,0,54,0,0,0.036789298,warrior
1148,Kennos of Kayce,1,,House Kenning of Kayce,0,0,1,1,1,0,1,,0,0,0.033444816,knight
1149,Kezmya,0,Ghiscari,House of Pahl,0,0,0,0,1,0,1,,0,0,0.016722408,noble
1150,Kyra,1,,House Stark,1,1,0,1,1,0,0,20,0,0,0.053511706,smallfolk
1151,Kyra Frey,0,,House Frey,0,1,1,1,0,1,0,43,0,0,0.066889632,noble
1152,Lambert Turnberry,1,,House Turnberry,0,0,0,1,1,0,1,,0,0,0.016722408,knight
1153,Lark,1,Sistermen,Night's Watch,0,1,1,0,0,0,0,,0,0,0.040133779,warrior
1154,Larence Snow,1,Northmen,House Hornwood,0,1,1,1,0,0,0,19,0,0,0.060200669,smallfolk
1155,Larra Blackmont,0,Dornish,House Blackmont,0,0,1,1,1,0,1,,0,0,0.026755853,noble
1156,Lanna Lannister,0,,House Lannister,0,0,1,1,1,1,0,,0,0,0.073578595,noble
1157,Leathers,1,Wildling,Night's Watch,0,0,0,0,1,0,1,46,0,0,0.050167224,official
1158,Left Hand Lew,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.016722408,smallfolk
1159,Leo Lefford,1,,House Lefford,1,1,1,1,1,0,1,,0,0,0.056856187,noble
1160,Leo Blackbar,1,,House Blackbar,0,0,1,1,0,1,1,,0,0,0.127090301,noble
1161,Leona Woolfield,0,,House Woolfield,0,0,0,1,1,1,0,,0,0,0.046822742,noble
1162,Leonette Fossoway,0,,House Fossoway,0,0,1,1,1,1,1,,0,0,0.173913043,noble
1163,Leonella Lefford,0,,House Lefford,0,1,1,1,0,1,0,,0,0,0.080267559,noble
1164,Lester Morrigen,0,,House Morrigen,0,0,1,1,1,0,1,,0,0,0.023411371,noble
1166,Lewys Lydden,0,,House Lydden,1,1,1,1,1,0,1,,0,0,0.036789298,noble
1167,Leslyn Haigh,0,,House Haigh,0,1,1,1,1,1,1,,0,0,0.086956522,knight
1168,Lomas Estermont,0,Stormlands,House Estermont,0,1,1,1,1,0,1,,0,0,0.033444816,knight
1169,Lorent Marbrand,1,Westerman,House Marbrand,0,0,0,0,0,0,1,,0,0,0.073578595,lord
1170,Loreza Sand,0,Dorne,House Martell,0,0,1,1,1,0,0,12,1,1,0.107023411,smallfolk
1171,Lothar Mallery,0,,House Mallery,1,0,1,0,0,0,1,,0,0,0.016722408,noble
1172,Lucas Corbray,0,,House Corbray,0,0,0,1,1,0,1,,0,0,0.013377926,knight
1173,Lucas Codd,0,Ironborn,House Codd,0,0,0,1,1,0,0,,0,0,0.023411371,warrior
1174,Luceon Frey,1,,Faith of the Seven,0,1,1,1,1,0,0,56,0,0,0.076923077,official
1175,Lucias Vypren,1,,House Vypren,0,1,1,1,1,1,1,,0,0,0.163879599,noble
1176,Lucos Chyttering,1,,House Chyttering,0,0,1,1,0,0,1,22,0,0,0.02006689,noble
1177,Lucion Lannister,0,,House Lannister,0,0,1,1,1,0,1,,0,0,0.066889632,knight
1178,Luthor Tyrell,1,Reach,House Tyrell,0,0,1,0,0,1,1,,1,1,0.170568562,noble
1179,Lyanna Mormont,1,Northmen,House Mormont,0,0,0,1,1,0,0,15,1,1,0.056856187,noble
1180,Lyessa Flint,0,Northmen,House Flint of Widow's Watch,0,1,1,1,1,0,1,,0,0,0.036789298,noble
1181,Lyman Beesbury,1,,House Beesbury,0,0,0,0,0,0,1,81,0,0,0.260869565,lord
1182,Lymond Goodbrook,1,,House Goodbrook,0,0,1,1,1,0,1,,0,0,0.026755853,noble
1183,Lyman Darry,0,,House Darry,1,1,0,0,0,0,1,9,0,0,0.056856187,noble
1184,Lymond Lychester,1,Rivermen,House Lychester,0,0,1,1,0,0,1,,0,0,0.023411371,knight
1185,Lymond Vikary,1,,House Vikary,0,1,1,1,1,0,1,,0,0,0.026755853,knight
1186,Lyonel Selmy,1,,House Selmy,0,0,1,0,0,0,1,,0,0,0.016722408,knight
1188,Alys Karstark,0,Northmen,House Karstark,0,0,1,1,1,1,0,21,0,0,0.157190635,noble
1189,Cleos Frey,1,,House Frey,1,1,1,1,1,1,1,41,0,0,0.247491639,knight
1190,Dontos Hollard,1,,House Hollard,1,1,1,1,0,0,1,39,0,0,0.230769231,knight
1191,Craster,1,Free Folk,,0,1,1,1,1,0,0,,0,0,0.170568562,knight
1192,Dale Seaworth,1,,House Seaworth,0,1,1,1,1,0,1,,0,0,0.070234114,warrior
1193,Denys Mallister,1,,House Mallister,1,1,1,1,1,0,1,60,0,0,0.130434783,knight
1194,Edric Storm,1,,House Baratheon,1,1,1,1,1,0,0,18,0,0,0.284280936,smallfolk
1195,Hosteen Frey,1,,House Frey,1,1,1,1,1,1,1,56,0,0,0.274247492,knight
1196,Lyonel Corbray,1,,House Corbray,0,0,0,1,1,0,1,45,0,0,0.080267559,warrior
1197,Lyonel Frey,0,,House Frey of Riverrun,0,1,1,1,1,1,1,46,0,0,0.063545151,knight
1198,Lyonel Strong,1,,House Strong,0,0,0,0,0,1,1,,0,0,0.334448161,lord
1199,Lythene Frey,0,,House Frey,0,1,1,1,1,1,0,54,0,0,0.160535117,noble
1200,Lyra Mormont,0,Northmen,House Mormont,0,0,0,1,1,0,0,28,0,0,0.040133779,noble
1201,Maegelle Frey,0,,House Frey,0,1,1,1,0,1,0,56,0,0,0.107023411,noble
1202,Mallador Locke,1,,Night's Watch,0,1,1,0,0,0,1,,0,0,0.026755853,knight
1203,Malwyn Frey,1,,House Frey,0,1,1,1,0,0,0,21,0,0,0.137123746,noble
1204,Manfrey Martell,0,Dornishmen,House Martell,0,0,0,1,1,0,1,,0,0,0.023411371,knight
1205,Margot Lannister,0,,House Lannister,0,0,1,1,1,1,1,,0,0,0.02006689,noble
1206,Maric Seaworth,1,,House Seaworth,0,1,1,1,1,0,1,,0,0,0.063545151,noble
1207,Marianne Vance,0,,House Vance,0,1,1,1,0,0,0,43,0,0,0.10367893,noble
1208,Mariya Darry,0,,House Darry,0,1,1,1,0,1,0,,0,0,0.190635452,noble
1209,Marissa Frey,0,,House Frey,0,1,1,1,0,0,0,19,0,0,0.160535117,noble
1210,Maron Martell,1,Dornish,House Martell,0,0,0,1,1,1,1,,5,1,0.036789298,prince
1211,Maron Volmark,1,Ironborn,House Volmark,0,0,1,1,1,0,1,22,0,0,0.043478261,noble
1212,Marq Rankenfell,1,,Night's Watch,0,0,1,0,0,0,1,,0,0,0.050167224,lord
1213,Marsella Waynwood,0,,House Waynwood,0,1,1,1,0,1,0,,0,0,0.096989967,noble
1214,Matarys Targaryen,1,,House Targaryen,0,0,0,0,0,0,1,25,0,0,0.100334448,noble
1215,Martyn Rivers,0,,House Frey,1,1,1,1,1,0,0,,0,0,0.030100334,smallfolk
1216,Martyn Lannister,1,,House Lannister,0,1,1,1,1,0,0,20,5,1,0.137123746,noble
1217,Marwyn Belmore,1,,House Belmore,0,1,1,1,0,0,1,,0,0,0.023411371,knight
1218,Mathis Frey,0,,House Frey,0,1,1,1,0,0,0,11,0,0,0.08361204,noble
1219,Matthar,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.023411371,warrior
1220,Mawney,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.023411371,warrior
1221,Medgar Tully,1,Rivermen,House Tully,0,0,0,0,0,0,1,,0,0,0.016722408,lord
1222,Medger Cerwyn,1,Northmen,House Cerwyn,1,1,0,0,0,0,1,,1,1,0.063545151,noble
1223,Megga Tyrell,0,,House Tyrell,0,0,1,1,1,0,0,19,0,0,0.153846154,noble
1224,Meldred Merlyn,0,Ironborn,House Merlyn,0,1,1,1,1,0,1,,0,0,0.023411371,noble
1225,Melesa Crakehall,0,,House Crakehall,0,1,1,1,0,1,0,,0,0,0.050167224,noble
1226,Melara Crane,0,,House Crane,0,1,1,1,0,1,0,,0,0,0.066889632,noble
1227,Melessa Florent,0,,House Florent,0,1,1,1,0,1,0,,0,0,0.086956522,noble
1228,Mellara Rivers,0,,House Frey,0,1,1,1,1,0,0,,0,0,0.016722408,smallfolk
1229,Melwyn Sarsfield,1,,House Sarsfield,0,0,1,1,0,1,1,,0,0,0.030100334,knight
1230,Melwys Rivers,0,,,0,1,1,1,1,0,1,,0,0,0.023411371,official
1231,Meredyth Crane,0,,House Crane,0,0,1,1,1,0,0,,0,0,0.030100334,noble
1232,Merianne Frey,0,,House Frey,0,1,1,1,0,0,0,17,0,0,0.08361204,noble
1233,Merlon Crakehall,1,,House Crakehall,0,0,1,1,0,0,1,,0,0,0.026755853,knight
1234,Mezzara,1,Ghiscari,House of Merreq,0,0,0,0,1,0,1,,0,0,0.016722408,noble
1235,Mina Tyrell,0,,House Tyrell,1,1,1,1,1,1,0,,0,0,0.163879599,noble
1236,Moelle,0,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.030100334,official
1237,Monterys Velaryon,1,,House Velaryon,0,0,1,1,0,0,1,12,0,0,0.02006689,lord
1238,Moredo Prestayn,1,Braavosi,,0,0,0,1,0,0,1,,0,0,0.010033445,warrior
1239,Monford Velaryon,1,Valyrian,House Velaryon,0,1,1,0,0,0,1,,0,0,0.023411371,lord
1240,Moribald Chester,0,,House Chester,0,0,0,1,1,0,1,,0,0,0.02006689,noble
1241,Morton Waynwood,1,,House Waynwood,1,1,1,1,1,0,1,,0,0,0.036789298,knight
1242,Morya Frey,0,,House Frey,0,1,1,1,1,1,1,37,0,0,0.120401338,noble
1243,Mullin,0,,Night's Watch,0,1,1,1,1,0,1,,0,0,0.023411371,official
1244,Moryn Tyrell,1,,House Tyrell,1,1,1,1,1,0,0,,0,0,0.140468227,knight
1245,Munda,1,Free Folk,,0,0,1,1,1,1,0,,0,0,0.026755853,warrior
1246,Muttering Bill,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.02006689,warrior
1247,Mushroom,1,,House Targaryen,0,0,0,0,0,0,0,,0,0,0.046822742,smallfolk
1248,Murmison,1,,Faith of the Seven,0,0,1,0,0,0,0,,0,0,0.314381271,official
1249,Mylenda Caron,1,,House Caron,0,1,1,1,0,1,0,47,0,0,0.107023411,noble
1250,Myles Smallwood,1,,House Smallwood,0,0,1,0,0,0,1,,0,0,0.16722408,official
1251,Myles Mooton,1,,House Mooton,0,0,1,1,0,0,1,,0,0,0.026755853,knight
1252,Myria Jordayne,1,Dornish,House Jordayne,0,0,1,1,1,0,0,,0,0,0.013377926,noble
1253,Myles Manwoody,1,,House Manwoody,0,0,1,1,0,0,1,,0,0,0.026755853,knight
1254,Mysaria,0,Lysene,,0,0,0,0,0,0,1,,0,0,0.013377926,official
1255,Myrielle Lannister,0,,House Lannister,1,1,1,1,1,0,0,,0,0,0.070234114,noble
1256,Noho Dimittis,1,Braavosi,Iron Bank of Braavos,0,0,0,1,1,0,0,,0,0,0.013377926,official
1257,Norne Goodbrother,0,Ironborn,House Goodbrother of Shatterstone,0,1,1,1,1,0,1,,0,0,0.02006689,noble
1258,Norbert Vance,1,,House Vance of Atranta,0,0,1,1,1,0,1,,0,0,0.036789298,noble
1259,Nymella Toland,0,Dornish,House Toland,0,0,1,1,1,0,1,,0,0,0.043478261,noble
1261,Ollidor,1,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.016722408,official
1262,Ollo Lophand,1,Tyroshi,Night's Watch,0,0,1,1,1,0,0,,0,0,0.036789298,warrior
1263,Olyvar Frey,1,,House Frey,1,1,1,1,1,0,0,24,1,1,0.08361204,noble
1264,Omer Blackberry,0,,House Blackberry,0,0,1,1,1,0,0,,0,0,0.023411371,noble
1265,Olymer Tyrell,1,,House Tyrell,0,0,1,1,0,1,1,,0,0,0.130434783,knight
1266,Ondrew Locke,1,Northmen,House Locke,0,1,1,1,1,0,1,,0,0,0.036789298,noble
1267,Orbert Caswell,1,,House Caswell,0,0,0,1,0,0,1,,0,0,0.056856187,lord
1269,Omer Florent,0,,,0,1,1,1,0,0,1,,0,0,0.070234114,official
1270,Orland of Oldtown,1,,House Baratheon of King's Landing,0,0,1,1,1,0,0,,0,0,0.006688963,smallfolk
1271,Ormond Yronwood,0,,House Yronwood,0,0,0,0,0,0,1,,0,0,0,noble
1272,Orphan Oss,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.023411371,warrior
1273,Osbert Serry,0,,House Serry,0,0,0,1,1,0,1,,0,0,0.026755853,noble
1274,Osmund Frey,0,,House Frey,0,1,1,1,0,0,0,8,0,0,0.050167224,noble
1276,Ossifer Plumm,1,,House Plumm,0,0,1,1,1,1,1,,0,0,0.086956522,noble
1277,Otho Bracken,1,,House Bracken,0,0,0,0,0,0,1,,0,0,0.026755853,knight
1278,Ottyn Wythers,0,,House Wythers,0,1,1,0,0,0,1,69,0,0,0.043478261,knight
1279,Owen Norrey,0,Northern mountain clans,House Norrey,0,0,1,1,0,0,0,,0,0,0.030100334,noble
1280,Pate of the Blue Fork,1,,House Frey,0,1,1,1,0,1,1,,0,0,0.170568562,knight
1281,Patrek Mallister,1,,House Mallister,1,1,1,1,1,0,0,,0,0,0.076923077,noble
1282,Patrek Vance,0,,House Vance,0,1,1,1,0,0,0,41,0,0,0.10367893,noble
1283,Perriane Frey,0,,House Haigh,0,1,1,1,1,1,0,64,0,0,0.073578595,noble
1284,Perra Frey,0,,House Frey,0,1,1,1,0,0,0,11,0,0,0.100334448,noble
1285,Perwyn Frey,1,,House Frey,1,1,1,1,1,0,1,36,0,0,0.08361204,knight
1286,Philip Foote,1,,House Foote,0,1,1,0,1,0,1,,0,0,0.050167224,lord
1287,Philip Plumm,1,,House Plumm,0,0,1,1,1,0,1,,0,0,0.030100334,noble
1288,Pono,0,Dothraki,,1,1,1,1,1,0,1,,0,0,0.060200669,warrior
1289,Qarro Volentin,0,Braavosi,,0,0,0,1,0,0,1,,0,0,0.013377926,knight
1290,Qarlton Chelsted,1,,House Chelsted,0,0,1,1,0,0,1,,0,0,0.357859532,official
1291,Lord Commander Qorgyle,1,,House Qorgyle,0,0,1,0,0,0,1,,0,0,0.066889632,lord
1292,Quent,1,northmen,House Stark,1,1,1,1,0,0,0,,0,0,0.023411371,smallfolk
1293,Quenten Banefort,1,,House Banefort,1,0,1,1,1,0,1,,0,0,0.023411371,noble
1294,Quenton Hightower,1,,House Hightower,0,0,0,1,0,0,1,,0,0,0.006688963,noble
1295,Quentyn Ball,1,,House Ball,0,0,0,0,0,0,1,,0,0,0.066889632,official
1296,Quentyn Qorgyle,0,,House Qorgyle,0,0,0,1,1,0,1,,0,0,0.023411371,noble
1297,Quincy Cox,1,,House Cox,0,0,0,1,0,0,1,,0,0,0.033444816,knight
1298,Ragwyle,0,Free folk,,0,1,1,1,1,0,0,,0,0,0.010033445,warrior
1299,Ralf Kenning,1,Ironborn,House Kenning of Harlaw,0,0,0,1,1,0,1,,0,0,0.046822742,warrior
1300,Raymun Redbeard,1,free folk,,0,0,0,0,0,0,1,,0,0,0,king
1301,Raynard,1,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.02006689,official
1302,Raynald Westerling,1,,House Westerling,0,0,1,1,0,0,1,,0,0,0.070234114,knight
1303,Red Alyn of the Rosewood,1,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.013377926,smallfolk
1304,Raynard Ruttiger,0,,House Ruttiger,0,0,0,1,1,0,1,,0,0,0.02006689,knight
1305,Raymund Frey,1,,House Frey,0,1,1,1,1,1,1,41,0,0,0.177257525,knight
1306,Regenard Estren,0,,House Estren,1,0,1,1,1,0,1,,0,0,0.02006689,noble
1307,Renly Norcross,1,,House Norcross,0,1,1,1,0,0,0,9,0,0,0.08361204,noble
1308,Renfred Rykker,1,,House Rykker,0,0,0,1,1,0,1,,0,0,0.023411371,noble
1309,Rhea Royce,0,,House Royce,0,0,0,0,0,1,1,,0,0,0.093645485,noble
1311,Rhea Florent,0,,House Florent,0,1,1,1,0,1,0,,0,0,0.107023411,noble
1313,Rickard Ryswell,1,Northmen,House Ryswell,0,0,0,1,1,0,0,,0,0,0.040133779,noble
1314,Rickard Thorne,1,,House Thorne,0,0,0,0,0,0,1,,0,0,0.026755853,knight
1315,Rickard Wylde,0,,House Wylde,0,1,1,1,0,0,0,10,0,0,0.160535117,noble
1316,Robert Frey,0,,House Frey,0,1,1,1,0,0,0,19,0,0,0.060200669,smallfolk
1317,Robert Flowers,1,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.060200669,lord
1318,Robert Brax,0,,House Brax,0,1,1,0,0,0,1,,0,0,0.046822742,knight
1319,Robin Hill,1,,Night's Watch,0,0,1,0,0,0,1,,0,0,0.056856187,lord
1320,Robin Flint,0,,House Flint of Widow's Watch,1,1,1,1,0,0,1,,0,0,0.050167224,noble
1321,Robin Moreland,1,,House Moreland,0,0,0,1,1,0,1,,0,0,0.013377926,noble
1322,Robin Ryger,1,,House Ryger,1,1,1,1,1,0,1,68,0,0,0.073578595,knight
1323,Rodrik Flint,1,,House Flint,0,0,1,0,0,0,1,,0,0,0.063545151,lord
1324,Rodrik Stark,1,Northmen,House Stark,1,0,0,0,0,0,1,,0,0,0.040133779,king
1325,Rodrik Ryswell,1,Northmen,House Ryswell,0,0,0,1,1,0,1,,0,0,0.040133779,noble
1326,Roger Hogg,1,,House Hogg,0,0,0,1,0,0,1,,0,0,0.026755853,knight
1327,Rodwell Stark,1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.130434783,lord
1328,Rolland Longthorpe,0,,House Longthorpe,0,0,0,1,1,0,1,,0,0,0.016722408,noble
1329,Rolland Uffering,1,,House Uffering,0,0,0,0,0,1,1,,0,0,0.023411371,knight
1330,Ronel Rivers,0,,House Frey,1,1,1,1,1,0,0,,0,0,0.023411371,smallfolk
1331,Ronald Connington,1,,House Connington,0,0,0,0,1,0,1,,0,0,0.033444816,knight
1332,Ronald Vance,1,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0,0.026755853,knight
1333,Roro Uhoris,1,Tyroshi,,0,0,1,0,1,0,1,,0,0,0.02006689,warrior
1334,Royce Coldwater,0,,House Coldwater,0,0,0,1,0,0,1,,0,0,0.006688963,noble
1335,Rufus Leek,0,,House Leek,0,0,0,1,1,0,1,,0,0,0.026755853,knight
1337,Runcel Hightower,1,,House Hightower,0,0,1,0,0,0,1,,0,0,0.053511706,lord
1338,Rupert Brax,1,,House Brax,0,1,1,0,0,0,1,,0,0,0.040133779,knight
1339,Rycherd Crane,0,,House Crane,0,1,1,1,0,1,1,,0,0,0.070234114,knight
1340,Ryam Redwyne,1,,House Redwyne,1,1,1,1,0,0,1,,0,0,0.364548495,lord
1341,Ryam Florent,1,,House Florent,0,1,1,1,0,0,1,,0,0,0.063545151,knight
1342,Ryger Rivers,1,,House Frey,1,1,1,1,1,0,0,,1,1,0.023411371,smallfolk
1343,Ryella Frey,0,,House Frey,0,1,1,1,0,0,0,11,0,0,0.137123746,noble
1344,Ryella Royce,0,,House Royce,0,1,1,1,0,1,0,,0,0,0.140468227,noble
1345,Rylene Florent,0,,House Florent,0,1,1,1,0,1,0,,0,0,0.070234114,noble
1346,Ryon Allyrion,1,Dornish,House Allyrion,0,0,1,1,1,1,1,,0,0,0.053511706,noble
1347,Saera Targaryen,1,Valyrian,House Targaryen,0,0,0,0,0,0,1,100,0,0,0.070234114,noble
1348,Sallei Paege,0,,House Paege,0,1,1,1,0,1,0,,0,0,0.080267559,noble
1349,Sandor Frey,0,,House Frey,0,1,1,1,0,0,0,18,0,0,0.147157191,noble
1350,Sarya Whent,0,,House Whent,0,1,1,1,1,1,1,,0,0,0.030100334,noble
1351,Sarra Frey,0,,House Frey,0,1,1,1,0,0,0,20,0,0,0.137123746,noble
1352,Sawane Botley,1,Ironborn,House Botley,0,1,1,1,0,0,1,,0,0,0.090301003,warrior
1354,Sebaston Farman,1,Westerman,House Farman,0,0,0,1,1,0,1,,0,0,0.02006689,noble
1355,Selwyn Tarth,1,,House Tarth,0,1,1,1,1,0,0,60,0,0,0.063545151,noble
1356,Selmond Stackspear,0,,House Stackspear,0,0,1,1,1,0,1,,0,0,0.02006689,noble
1357,Serala,0,Myrish,House Darklyn,0,0,0,1,0,1,1,,0,0,0.043478261,noble
1358,Serwyn of the Mirror Shield,1,,Kingsguard,0,0,0,0,0,0,1,,0,0,0,knight
1359,Serra Frey,0,,House Frey,0,1,1,1,0,0,0,20,0,0,0.137123746,noble
1360,Shella Whent,0,Rivermen,House Whent,1,1,1,1,1,1,1,,1,1,0.080267559,lord
1361,Shierle Swyft,0,,House Swyft,0,0,1,1,0,1,0,,0,0,0.026755853,noble
1362,Shiera Crakehall,0,,House Crakehall,0,0,1,1,1,1,0,,0,0,0.066889632,noble
1363,Shirei Frey,0,,House Frey,0,1,1,1,1,0,0,13,0,0,0.043478261,noble
1364,Simon Staunton,1,,House Staunton,0,0,0,0,0,1,1,,0,0,0.016722408,knight
1365,Sigfryd Harlaw,1,Ironborn,House Harlaw of Harlaw Hall,0,0,0,1,1,0,1,,0,0,0.063545151,noble
1366,Lord Staunton,1,,House Staunton,0,0,0,0,0,0,1,,0,0,0.016722408,official
1367,Stannis Seaworth,1,,House Seaworth,0,1,1,1,1,0,0,16,0,0,0.056856187,noble
1368,Steffon Seaworth,1,,House Seaworth,0,1,1,1,1,0,0,12,0,0,0.063545151,noble
1369,Steffon Frey,0,,House Frey,0,1,1,1,0,0,0,42,0,0,0.100334448,noble
1370,Steffon Swyft,1,,House Swyft,0,0,1,1,1,0,1,,0,0,0.030100334,knight
1371,Steffon Darklyn,0,,House Darklyn,0,0,0,0,0,0,1,,0,0,0.093645485,lord
1372,Steffon Stackspear,0,,House Stackspear,0,0,1,1,0,0,1,,0,0,0.02006689,noble
1373,Sumner Crakehall,1,,House Crakehall,0,0,1,1,0,0,1,,0,0,0.026755853,noble
1374,Sylas Flatnose,1,Ironborn,,0,0,0,1,0,0,1,,0,0,0.010033445,king
1375,Sybell Spicer,0,,House Spicer,0,0,1,1,0,1,1,,0,0,0.086956522,knight
1376,Symon Santagar,1,,House Santagar,0,0,0,1,1,0,1,,0,0,0.016722408,knight
1377,Sybelle Glover,0,Northmen,House Locke,0,1,1,1,1,1,1,,0,0,0.070234114,noble
1378,Sylwa Paege,0,,House Paege,0,1,1,1,0,1,0,,0,0,0.080267559,noble
1379,Symon Hollard,1,,House Hollard,0,0,0,1,0,0,1,,0,0,0.043478261,official
1380,Symond Templeton,0,,House Templeton,0,0,0,1,1,0,1,,0,0,0.030100334,lord
1381,Symond Frey,1,,House Frey,0,1,1,1,1,1,0,48,0,0,0.200668896,official
1382,Tallad,1,,House Baratheon of King's Landing,0,1,1,1,1,0,1,,0,0,0.046822742,knight
1383,Tanton Fossoway,0,,House Fossoway of Cider Hall,0,1,1,1,1,0,1,,0,0,0.023411371,knight
1384,Ternesio Terys,1,Braavosi,,0,0,1,1,0,0,1,,0,0,0.023411371,warrior
1385,Terrence Kenning,0,,House Kenning of Kayce,0,0,1,1,1,0,1,,0,0,0.016722408,noble
1386,Theodan Wells,0,Northmen,House Wells,0,0,0,1,1,0,1,,0,0,0.016722408,knight
1387,Terrence Toyne,1,,House Toyne,0,0,1,1,1,0,1,,0,0,0.040133779,knight
1388,Theodore Tyrell,1,,House Tyrell,0,0,1,1,0,1,1,,0,0,0.137123746,knight
1389,Theomar Smallwood,1,,House Smallwood,0,0,1,1,1,1,1,,0,0,0.043478261,noble
1390,Theomore Harlaw,1,,House Harlaw,0,0,0,1,0,0,1,,0,0,0.053511706,noble
1391,Tim Tangletongue,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.013377926,smallfolk
1392,Three-Tooth,0,Ironborn,House Harlaw,0,0,0,1,0,0,1,,0,0,0.010033445,smallfolk
1393,Titus Peake,1,,House Peake,0,0,1,1,1,1,1,,0,0,0.02006689,noble
1394,Tion Frey,1,,,1,1,1,1,1,0,0,20,0,0,0.120401338,noble
1395,Todder,1,,Night's Watch,1,1,1,0,1,0,0,,0,0,0.036789298,warrior
1396,Tomard,1,northmen,House Stark,1,1,1,0,1,0,0,49,0,0,0.063545151,warrior
1397,Tommen Costayne,0,,House Costayne,0,0,0,1,0,0,1,,0,0,0.006688963,noble
1398,Torbert,1,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.016722408,official
1399,Torren Liddle,0,Northern mountain clans,House Liddle,0,0,0,1,1,0,1,,0,0,0.02006689,noble
1400,Torwynd,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.026755853,smallfolk
1401,Trebor Jordayne,0,,House Jordayne,0,0,0,1,1,0,1,,0,0,0.016722408,noble
1402,Tremond Gargalen,0,Dornish,House Gargalen,0,0,1,1,1,0,1,,0,0,0.023411371,noble
1403,Tristan Mudd,1,,House Mudd,0,0,1,0,0,0,1,,0,0,0.053511706,lord
1404,Triston of Tally Hill,0,,House Sunglass,0,0,1,1,1,0,1,,0,0,0.030100334,knight
1405,Triston Farwynd,0,Ironborn,House Farwynd,0,0,0,1,1,0,1,,0,0,0.013377926,noble
1406,Triston Sunderland,1,,House Sunderland,0,0,0,1,1,0,1,,0,0,0.030100334,noble
1407,Tybolt Hetherspoon,1,,House Hetherspoon,0,0,0,1,1,0,1,,0,0,0.010033445,knight
1408,Tybolt Crakehall,1,,House Crakehall,0,0,1,1,0,0,1,,0,0,0.023411371,knight
1409,Tybolt Lannister,1,Westerman,House Lannister,0,0,0,0,0,1,1,,0,0,0.076923077,lord
1410,Tyana Wylde,0,,House Wylde,0,1,1,1,0,1,0,,0,0,0.050167224,noble
1411,Tyta Frey,0,,House Frey,0,1,1,1,1,0,0,36,0,0,0.086956522,noble
1412,Tyrek Lannister,1,,House Lannister,1,1,1,1,1,1,0,13,0,0,0.133779264,noble
